Year,Group,Sample,SampID,GSample,Drain,Zone,Type,Type2,DepthType,Easting,Northing,Longitude,Latitude,Depth_upper_cm,Depth_lower_cm,DepthMid,pH,EC,EC_units,Al,As,Ba,Ca,Ce,Co,Cr,Cu,Fe,Gd,K,La,Li,Mg,Mn,Mo,Na,Nd,Ni,P,Pb,S,Sr,Th,V,Y,Zn,REE
2022,ENVT3361.8,2022_S08,Group 8,NA,NA,SM,Saltmarsh,Saltmarsh W,Surface,400379,6468072,115.9462643,-31.91887469,0,10,5,NA,NA,NA,42425,3.82,84.3,2475,153,17.66,71.1,54.4,39243,4.03,5236,76.4,56.4,5285,287.9,1.01,20212,56.3,30.9,425,34.2,2238,60.7,23.5,79.8,38.4,93,289.73
2022,ENVT3361.9,2022_S09,Group 9,NA,NA,S,Saltmarsh,Saltmarsh E,Surface,400089,6468065,115.9431966,-31.91891236,0,10,5,NA,NA,NA,26617,23.4,47.1,5509,52.4,25.8,39.4,297.1,69710,2.01,3609,28.9,34.9,7111,206.6,2.09,35105,21.7,19,1849,115.6,5627,116.7,8.5,72.1,13.1,644.5,105.01
2022,ENVT4461.10,2022_S10,Group 10,NA,NA,S,Saltmarsh,Saltmarsh E,Surface,400112,6468035,115.9434367,-31.91918499,0,10,5,NA,NA,NA,37032.5,28.495,64.3,7048.5,74.5,30.21,61.65,418.3,76657,3.07,3020,39.3,57.45,5749.5,141,5.685,16658.5,27.45,38.35,2799,690.25,17312,108.15,13.25,80.6,18.65,809.5,144.32
2022,ENVT4461.11,2022_S11,Group 11,NA,NA,S,Saltmarsh,Saltmarsh E,Surface,400113,6468044,115.9434482,-31.91910389,0,10,5,6.53,10.4,NA,28524,21.16,43.5,6459,50.9,12.43,46,435.5,48864,2.08,3527,25.9,39.4,6549,94.8,3.16,24859,19.6,17.6,1459,192,7965,103.7,11.7,66.2,11.6,517.7,98.48
2022,ENVT4461.1,2022_S12,12,NA,NA,CMD,Drain_Sed,Drain_Sed,Surface,400475,6468324,115.9473055,-31.91660996,0,10,5,NA,NA,NA,28018,12,101,2829,118,13,39,57,41841,7,2089,56,26,1802,75,2,809,41,13,369,43,4793,30,14,51,27,246,222
2022,ENVT4461.1,2022_S13,13,NA,NA,CMD,Drain_Sed,Drain_Sed,Surface,400410,6468325,115.9466182,-31.91659525,0,10,5,NA,NA,NA,46271,22,104,2473,183,10.3,53,604,72201,11,2895,87,48,4064,48,4,13213,65,22,2390,121,4643,96,14,81,45,263,346
2022,ENVT4461.1,2022_S14,14,NA,NA,CMD,Drain_Sed,Drain_Sed,Surface,400327,6468243,115.9457319,-31.91732764,0,10,5,NA,NA,NA,64426,5,95,1025,177,11.4,66,135,34949,12,4334,64,80,3646,47,2,9114,70,31,401,49,1831,58,19,81,39,91,323
2022,ENVT4461.1,2022_S15,15,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400308,6468242,115.9455309,-31.91733499,0,10,5,NA,NA,NA,56206,6,104,2538,197,12.7,67,107,37840,12,4361,87,58,4131,74,2,8111,70,24,605,47,1810,63,21,83,45,204,366
2022,ENVT4461.1,2022_S16,16,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400341,6468229,115.9458786,-31.91745515,0,10,5,NA,NA,NA,59799,6,113,2441,201,13,70,106,38112,12,4552,89,62,4153,73,2,8294,71,25,562,44,1749,67,21,85,46,198,373
2022,ENVT4461.1,2022_S16.5,16.2,NA,NA,CMD,Drain_Sed,Drain_Sed,Surface,400448,6468343,115.9470219,-31.91643621,0,10,5,NA,NA,NA,9079,9,22,795,33,4.4,18,60,20558,2,456,15,4,374,39,1,331,12,3,143,25,225,6,7.9,30,4.2,48.2,62
2022,ENVT4461.2,2022_S17,17,NA,NA,LP,Other,Other,Surface,400153,6468280,115.9438956,-31.9169786,0,10,5,NA,NA,NA,31772,2,27,2231,77,4.8,41,19,13485,4,1876,36,36,2482,32,2,5344,28,9,129,22,3269,29,13,47,14,208,145
2022,ENVT4461.2,2022_S18,18,NA,NA,LP,Other,Other,Surface,400170,6468296,115.944077,-31.91683577,0,10,5,NA,NA,NA,32672,3,57,2176,89,5.1,49,32,19594,5,2278,42,30,2763,34,2,6180,34,11,257,141,2527,34.6,18,59.6,17.2,121.1,170
2022,ENVT4461.2,2022_S19,19,NA,NA,LP,Other,Other,Surface,400171,6468305,115.9440885,-31.91675467,0,10,5,NA,NA,NA,30633,3,48,1837,104,3.2,45,21,18434,6,1618,49,25,2136,36,3,4071,38,8,182,24,1584,30,17,62,21,60,197
2022,ENVT4461.2,2022_S20,20,NA,NA,LP,Other,Other,Surface,400160,6468324,115.9439742,-31.91658232,0,10,5,NA,NA,NA,22088,7,53,18797,32,2.9,36,13,29765,2,1031,19,10,1438,42,7,621,15,5,143,18,329,65,16,66,5,30,68
2022,ENVT4461.2,2022_S21,21,NA,NA,LP,Other,Other,Surface,400189,6468329,115.9442814,-31.91653976,0,10,5,NA,NA,NA,24388,7,82,4031,42,5.6,47,20,35827,3,1063,21,13,1307,45,5,453,17,6,180,23,404,26,18,71,6,198,83
2022,ENVT4461.3,2022_S22,22,NA,NA,NW,Lake_Sed,Lake_Sed,Surface,400034,6468183,115.9426271,-31.91784311,0,10,5,5.81,10.56,NA,23112,7,19,2351,62,21.1,33,23,39825,4,1843,28,28,3104,42,6,11846,25,10,259,26,15099,35,10,54,15,1160,119
2022,ENVT4461.3,2022_S23,23,NA,NA,NW,Lake_Sed,Lake_Sed,Surface,400036,6468185,115.9426484,-31.91782524,0,10,5,5.54,9.99,NA,21131,9,20,3070,67,22.4,30,32,55404,5,1540,29,25,3238,48,9,11216,29,11,408,30,17984,41,8,56,16,1398,130
2022,ENVT4461.3,2022_S24,24,NA,NA,WD,Drain_Sed,Drain_Sed,Surface,400056,6468254,115.9428671,-31.9172046,0,10,5,5.62,0.1069,NA,5208,1,7,2398,10,6.8,3,6,3962,1,95,8,2,253,19,NA,123,4,2,131,17,1342,9,2,5,2,2783,23
2022,ENVT4461.3,2022_S25,25,NA,NA,WD,Drain_Sed,Drain_Sed,Surface,400052,6468252,115.9428246,-31.91722229,0,10,5,7.12,0.2583,NA,9700,3,13,9354,16,22.4,6,10,12227,1,182,13,1,626,87,NA,222,6,3,281,18,1473,21,1,11,3,2643,36
2022,ENVT4461.3,2022_S26,26,NA,NA,WD,Drain_Sed,Drain_Sed,Surface,400043,6468265,115.9427307,-31.91710423,0,10,5,6.52,0.2944,NA,2316,1,7,1549,3,2.3,2,3,2284,NA,64,1,1,127,12,NA,75,1,NA,43,62,934,4,1,4,1,150,5
2022,ENVT4461.4,2022_S27,27,NA,NA,KMD,Drain_Sed,Drain_Sed,Surface,399915,6468163,115.9413665,-31.91801304,0,10,5,NA,NA,NA,7147,5,53,16283,15,40.3,12,80,15523,1,818,9,3,1453,258,1,1871,8,6,1403,27,4507,72,2,21,3,1632,33
2022,ENVT4461.4,2022_S29,29,NA,NA,KMD,Drain_Sed,Drain_Sed,Surface,399964,6468087,115.9418768,-31.9187029,0,10,5,NA,NA,NA,14087,7,43,7893,19,18.4,14,18,15937,1,430,11,5,1003,119,1,663,9,4,1348,24,1956,41.4,1.7,26.6,3.8,892,40
2022,ENVT4461.4,2022_S30,30,NA,NA,KMD,Drain_Sed,Drain_Sed,Surface,399997,6468027,115.9422197,-31.91924703,0,10,5,NA,NA,NA,11771,9,37,5638,19,36.8,13,33,32513,1,1158,13,8,3919,97,3,14063,9,8,1146,46,38615,71,3,28,4,5747,42
2022,ENVT4461.4,2022_S31,31,NA,NA,KMD,Drain_Sed,Drain_Sed,Surface,400004,6467976,115.9422884,-31.91970769,0,10,5,NA,NA,NA,29810,6,35,6640,55,17,41,28,36614,4,2075,29,38,2944,99,2,4508,23,11,457,25,8767,50,13,68,15,496,111
2023,ENVT3361_01,S2023_1.1,1.1,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400441,6468270,115.94694,-31.9170941,0,10,5,4.52,8.46,NA,43286,8,115,1790,121,5.5,56,93,54449,9,4979,49,29,5121,50,2,22218,53,18,633,39,6625,144,14,74,23,40,232
2023,ENVT3361_01,S2023_1.2,1.2,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400444,6468255,115.946971,-31.9172297,0,10,5,5.03,12.16,NA,34731,11,69,1398,73,7,62,98,69316,5,3987,29,18,5248,77,1,20222,34,19,525,23,4108,48,19,74,12,27,141
2023,ENVT3361_01,S2023_1.3,1.3,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400445,6468242,115.94698,-31.917347,0,10,5,5.06,5.36,NA,37810,9,81,1891,170,6.3,63,80,63005,10,3214,69,23,4606,65,1,9797,67,19,535,29,2168,57,17,74,33,38,316
2023,ENVT3361_02,S2023_2.1,2.1,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400320,6468293,115.945663,-31.916876,0,10,5,6.28,6.03,NA,44481,12,99,3353,117,10.9,52,72,78003,8,5343,54,39,4298,109,5,14833,47,19,422,33,5458,360,15,64,24,91,226
2023,ENVT3361_02,S2023_2.2,2.2,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400320,6468283,115.945662,-31.9169662,0,10,5,6.35,4.34,NA,53703,9,116,3204,192,12.2,59,89,69163,14,5515,77,49,4607,76,5,12877,79,29,613,35,5797,399,16,76,42,156,362
2023,ENVT3361_02,S2023_2.3,2.3,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400328,6468246,115.945743,-31.9173007,0,10,5,6.3,7.01,NA,55791,7,113,4282,247,14.5,68,142,45944,14,4593,115,63,5671,69,3,17206,87,38,648,47,4882,190,17,76,61,197,463
2023,ENVT3361_03,S2023_3.1,3.1,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400222,6468209,115.944618,-31.9176251,0,10,5,7.13,15.16,NA,35485,7,38,4901,108,11,58,199,37581,6,4850,49,31,7404,79,2,29467,38,21,378,40,8038,65,18,67,24,206,201
2023,ENVT3361_03,S2023_3.2,3.2,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400247,6468196,115.944881,-31.9177446,0,10,5,7.55,57.47,NA,38020,6,48,11704,124,12.7,61,270,36439,7,6123,57,35,14360,124,2,66489,43,23,431,49,14885,136,20,69,29,286,231
2023,ENVT3361_03,S2023_3.3,3.3,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400270,6468202,115.945125,-31.9176925,0,10,5,7.17,32.95,NA,28944,6,37,9405,79,10.2,46,200,28747,5,4276,37,24,10184,84,3,50125,28,18,338,38,13914,105,15,54,18,169,149
2023,ENVT3361_04,S2023_4.1,4.1,NA,Chapman,CMD,Drain_Sed,Drain_Sed,Core,400228,6467997,115.94466,-31.919538,0,15,7.5,5.91,4.57,NA,40283,4,59,1567,117,12.1,67,45,42845,7,3664,54,31,5771,215,3,22281,44,22,317,39,2194,34,20,83,25,64,222
2023,ENVT3361_04,S2023_4.2,4.2,NA,Chapman,CMD,Drain_Sed,Drain_Sed,Core,400228,6467997,115.94466,-31.919538,15,30,22.5,5.4,2.8,NA,53042,8,33,1068,153,10.2,74,33,49583,10,3622,63,51,3853,174,7,10443,60,22,278,36,1217,24,20,96,33,24,286
2023,ENVT3361_04,S2023_4.3,4.3,NA,Chapman,CMD,Drain_Sed,Drain_Sed,Core,400228,6467997,115.94466,-31.919538,30,45,37.5,5.07,2.54,NA,44986,9,111,901,86,6.5,69,24,56490,6,2725,33,38,3491,102,11,8207,36,15,204,21,1201,24,23,113,19,18,161
2023,ENVT3361_04,S2023_4.4,4.4,NA,Chapman,CMD,Drain_Sed,Drain_Sed,Core,400228,6467997,115.94466,-31.919538,45,60,52.5,4.99,4.63,NA,14483,2,35,560,30,2.3,24,7,12822,2,1322,14,11,1518,57,3,5646,11,5,40,8,1248,14,12,31,4,6,57
2023,ENVT3361_05,S2023_5.1,5.1,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399974,6467993,115.941973,-31.9195517,0,10,5,6.62,6.97,NA,39478,6,46,2847,76,6.1,60,45,28974,4,3428,37,25,5364,47,1,18788,28,19,370,34,4055,54,18,62,15,141,145
2023,ENVT3361_05,S2023_5.2,5.2,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399974,6467991,115.941973,-31.9195697,0,10,5,6.88,5.79,NA,32098,4,48,2604,83,5.9,59,44,28430,5,3247,40,23,4896,46,1,10890,30,17,397,37,3312,49,19,66,17,144,158
2023,ENVT3361_05,S2023_5.3,5.3,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399975,6467998,115.941984,-31.9195067,0,10,5,6.73,5.93,NA,36066,6,36,3224,84,10,61,43,38302,5,3288,41,24,6052,134,1,16374,31,19,570,34,2701,58,16,67,17,230,161
2023,ENVT3361_05,S2023_5.4,5.4,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399972,6467985,115.941951,-31.9196237,0,10,5,7.9,7.1,NA,35145,6,31,2559,78,10,57,38,32620,4,2898,39,24,5146,191,1,10507,29,19,480,31,1474,46,15,61,16,221,150
2023,ENVT3361_05,S2023_5.5,5.5,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399974,6467980,115.941972,-31.919669,0,10,5,7.51,3.34,NA,34227,5,37,3643,87,11.9,61,42,38473,5,3102,43,26,5875,308,1,13336,32,20,649,38,2077,62,16,69,18,256,167
2023,ENVT3361_06,S2023_6.1,6.1,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468054,115.94199,-31.9190015,0,10,5,6.34,4.66,NA,33376,6,55,3130,71,8.7,55,72,36959,4,3215,33,29,6770,46,5,20206,28,17,448,41,19225,71,18,63,15,282,136
2023,ENVT3361_06,S2023_6.2,6.2,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Core,399995,6468054,115.942201,-31.9190033,10,20,15,6.81,7.5,NA,35842,6,51,2026,105,18.9,65,53,36354,6,3794,54,35,4945,53,2,11085,38,24,373,34,3113,45,21,77,22,695,203
2023,ENVT3361_06,S2023_6.3,6.3,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Core,399995,6468054,115.942201,-31.9190033,20,30,25,6.86,4.52,NA,30761,5,46,1646,87,11.8,46,40,28596,5,2747,45,34,3609,38,2,8899,30,18,313,22,3157,37,14,59,20,397,167
2023,ENVT3361_06,S2023_6.4,6.4,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Core,399995,6468054,115.942201,-31.9190033,30,40,35,6.75,7.55,NA,42522,7,73,2292,120,33.3,66,67,44423,7,3965,60,45,5174,59,4,12835,42,31,410,35,4756,55,21,87,27,1018,229
2023,ENVT3361_07,S2023_7.1,7.1,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399950,6467980,115.941718,-31.9196669,0,10,5,6.6,7.9,NA,38739,5,38,4157,81,11.7,60,41,33121,5,2744,41,21,5293,229,1,10107,30,20,735,37,1581,57,13,68,16,190,157
2023,ENVT3361_07,S2023_7.2,7.2,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399948,6467980,115.941697,-31.9196667,0,10,5,6.8,5.26,NA,34687,5,32,3023,80,11,58,40,31837,4,2779,40,23,5122,224,1,10307,30,20,622,36,1392,51,14,62,16,258,154
2023,ENVT3361_07,S2023_7.3,7.3,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399945,6467983,115.941665,-31.9196393,0,10,5,6.7,7.71,NA,36130,7,36,2985,89,15.6,62,43,39296,5,3392,45,26,5778,375,1,15212,34,22,561,37,1599,53,18,71,19,232,173
2023,ENVT3361_07,S2023_7.4,7.4,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399948,6467988,115.941697,-31.9195945,0,10,5,6.7,8.02,NA,39873,6,40,3086,106,13.3,74,48,42887,6,3945,53,31,6399,116,1,16011,40,24,524,40,1743,54,22,85,22,259,205
2023,ENVT3361_07,S2023_7.5,7.5,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399945,6467995,115.941666,-31.9195311,0,10,5,6.15,9.95,NA,29247,6,37,3494,77,7.3,54,42,32586,4,3640,39,29,6170,41,2,19782,28,18,619,37,4818,62,15,67,17,217,148
2023,ENVT3361_08,S2023_8.1,8.1,NA,Kitchener,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468066,115.941991,-31.9188933,0,10,5,6.78,3.11,NA,1699,1,2,1028,3,NA,3,NA,1284,NA,28,2,NA,84,7,NA,31,1,NA,14,1,57,7,1,8,NA,3,NA
2023,ENVT3361_08,S2023_8.2,8.2,NA,Kitchener,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468066,115.941991,-31.9188933,11,20,15.5,6.76,7.25,NA,366,NA,3,23,2,0.4,1,NA,532,NA,122,1,NA,11,25,NA,30,1,NA,3,2,NA,NA,1,1,NA,1,NA
2023,ENVT3361_08,S2023_8.3,8.3,NA,Kitchener,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468066,115.941991,-31.9188933,21,30,25.5,6.73,3.55,NA,45877,7,102,2274,116,8,81,47,42921,6,3870,61,32,5287,71,1,10412,43,25,402,38,2103,49,23,87,25,150,226
2023,ENVT3361_08,S2023_8.4,8.4,NA,Kitchener,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468066,115.941991,-31.9188933,31,40,35.5,6.93,2.83,NA,43637,4,74,2427,110,7.5,76,48,35180,6,3885,56,33,5508,60,1,12675,40,23,395,41,2412,53,23,81,24,148,212
2023,ENVT3361_08,S2023_8.5,8.5,NA,Kitchener,SM_SW,Saltmarsh,Saltmarsh E,Core,399975,6468066,115.941991,-31.9188933,41,50,45.5,6.69,2.88,NA,46511,4,88,2210,124,7.9,75,42,35270,7,3518,60,44,4778,59,1,10018,45,23,342,31,1664,49,21,89,29,123,236
2023,ENVT3361_09,S2023_9.1,9.1,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399995,6468066,115.942203,-31.9188951,0,10,5,7,9.12,NA,21623,22,53,6102,49,6.9,36,39,90146,4,2645,26,17,8019,46,3,36996,21,11,1170,24,18348,106,9,74,10,230,100
2023,ENVT3361_09,S2023_9.2,9.2,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399996,6468051,115.942212,-31.9190305,0,10,5,7.18,15.56,NA,3161,19,31,6664,12,41.3,7,21,106286,3,3345,9,3,11346,143,14,78874,8,9,632,9,72932,105,2,47,4,295,32
2023,ENVT3361_09,S2023_9.3,9.3,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399993,6468044,115.942179,-31.9190933,0,10,5,7.6,12.41,NA,5556,17,17,8145,10,20,9,16,99054,2,4861,8,4,8809,79,14,62392,7,7,498,9,68848,102,3,40,3,303,27
2023,ENVT3361_09,S2023_9.4,9.4,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,4.00E+05,6468040,115.942253,-31.91913,0,10,5,7.76,12.83,NA,8439,12,14,7225,12,21.3,13,30,56030,2,3600,8,6,10876,117,12,80705,5,10,568,13,53605,105,4,33,3,394,27
2023,ENVT3361_09,S2023_9.5,9.5,NA,NA,SM_SW,Saltmarsh,Saltmarsh E,Surface,399997,6468033,115.94222,-31.9191929,0,10,5,7.31,20.01,NA,11199,6,32,5377,13,9.2,18,30,28782,1,3304,8,9,10710,63,7,67928,5,8,631,23,28147,82,4,23,3,289,27
2023,ENVT3361_10,S2023_10.1,10.1,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,0,5,2.5,6.49,56,NA,29017,9,38,5566,58,16.3,43,45,58588,4,3188,31,25,9870,73,2,45665,22,19,713,28,9864,91,11,55,13,510,115
2023,ENVT3361_10,S2023_10.2,10.2,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,5,10,7.5,5.5,21,NA,45530,6,38,2555,105,10.8,67,49,41018,6,3560,53,38,4837,60,2,15858,39,22,265,36,3420,46,21,79,21,310,203
2023,ENVT3361_10,S2023_10.3,10.3,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,10,15,12.5,5.87,12,NA,44988,6,40,2531,113,8.9,71,49,39136,6,3569,55,39,4588,59,2,10274,41,21,239,35,2023,44,22,85,23,202,215
2023,ENVT3361_10,S2023_10.4,10.4,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,15,20,17.5,5.98,7.4,NA,41997,7,42,2395,112,7.7,69,41,42278,6,3383,54,38,4364,54,3,8928,41,19,249,34,1528,43,22,87,23,153,213
2023,ENVT3361_10,S2023_10.5,10.5,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,20,30,25,5.91,7.9,NA,43195,8,43,2327,113,7.7,68,31,42969,6,3183,54,45,4050,52,3,7029,41,18,261,30,1095,43,22,91,24,329,214
2023,ENVT3361_10,S2023_10.6,10.6,NA,NA,S,Saltmarsh,Saltmarsh E,Core,400035,6468100,115.942629,-31.9185919,30,34,32,5.84,10,NA,46594,10,38,2505,111,9.1,62,23,62542,7,2782,53,54,3742,52,7,7497,41,17,381,30,1385,43,18,105,26,824,212
2023,ENVT3361_11,S2023_11.1,11.1,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400353,6468283,115.946011,-31.9169691,0,10,5,5.7,12.5,NA,50526,11,108,3145,122,6.8,56,123,64487,9,6299,57,43,4617,53,5,16572,50,20,594,53,8358,301,15,73,24,76,238
2023,ENVT3361_11,S2023_11.2,11.2,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400352,6468308,115.946003,-31.9167435,0,10,5,5.95,4.58,NA,50181,7,100,3475,218,10.2,61,63,45876,13,3985,88,42,6313,88,3,24401,86,27,358,36,4054,122,11,67,39,77,405
2023,ENVT3361_11,S2023_11.3,11.3,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400389,6468312,115.946395,-31.9167107,0,10,5,6.19,2.006,NA,43694,8,147,5261,133,11.4,57,101,48447,8,3936,60,30,3644,136,4,8454,51,22,584,57,4055,197,12,66,25,150,252
2023,ENVT3361_11,S2023_11.4,11.4,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400406,6468321,115.946575,-31.916631,0,10,5,6.63,362.2,NA,18216,24,53,3601,29,7.6,28,444,55149,2,942,15,8,1322,77,5,1302,13,8,512,114,853,28,8,41,5,438,59
2023,ENVT3361_11,S2023_11.5,11.5,NA,NA,NE,Lake_Sed,Lake_Sed,Surface,400411,6468348,115.946631,-31.9163879,0,10,5,6.17,274,NA,44473,7,129,1667,99,10.6,69,89,49693,6,2524,48,19,3977,206,1,2212,37,22,353,49,950,39,17,77,18,102,190
2023,ENVT4461_12,S2023_12.1,12.1,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400242,6468305,115.944839,-31.9167609,0,10,5,6.64,6.59,NA,27182,4,35,3251,99,5,34,32,24302,7,2052,40,25,2375,38,3,6267,41,12,171,21,1248,51,8,43,22,40,187
2023,ENVT4461_12,S2023_12.2,12.2,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400244,6468278,115.944858,-31.9170046,0,10,5,6.44,11.92,NA,33658,9,78,4276,110,17,46,121,62717,8,4572,50,33,8109,82,4,35449,42,20,455,29,5895,125,13,61,28,342,210
2023,ENVT4461_12,S2023_12.3,12.3,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400264,6468307,115.945072,-31.9167448,0,10,5,6.63,4,NA,7642,3,21,2584,29,2,13,19,7081,2,790,13,8,1561,58,0,6004,11,4,119,9,828,26,3,13,7,51,55
2023,ENVT4461_12,S2023_12.4,12.4,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400264,6468292,115.945071,-31.9168801,0,10,5,6.6,10.48,NA,42847,6,74,8391,145,10,49,79,43805,10,3898,57,42,6631,183,3,22519,61,23,388,31,4325,133,12,65,31,121,273
2023,ENVT4461_12,S2023_12.5,12.5,NA,NA,N,Lake_Sed,Lake_Sed,Surface,400268,6468269,115.945111,-31.9170879,0,10,5,7.08,8.62,NA,34591,5,46,5871,200,12,50,118,42551,11,4486,91,40,9276,104,2,46255,69,23,526,37,6807,90,14,64,51,271,371
2023,ENVT4461_13,S2023_13.1,13.1,NA,NA,LP,Other,Other,Surface,400212,6468313,115.944523,-31.9166861,0,10,5,6.25,3.54,NA,15617,7,47,33374,39,4,27,24,35380,3,1275,19,12,3032,56,3,10214,15,7,240,22,1514,116,9,38,9,150,76
2023,ENVT4461_13,S2023_13.2,13.2,NA,NA,LP,Other,Other,Surface,400212,6468313,115.944523,-31.9166861,0,10,5,6.27,3.85,NA,37434,10,48,5630,87,6,47,38,60022,7,2261,35,37,3947,46,6,13992,41,16,419,34,2774,53,10,65,18,238,170
2023,ENVT4461_13,S2023_13.3,13.3,NA,NA,LP,Other,Other,Surface,400016,6468161,115.942434,-31.91804,0,10,5,6.23,3.49,NA,28828,6,52,2962,100,3,47,34,28161,6,1487,47,22,2524,29,6,4746,37,10,270,32,2551,31,15,69,21,91,190
2023,ENVT4461_13,S2023_13.4,13.4,NA,NA,LP,Other,Other,Surface,400016,6468161,115.942434,-31.91804,0,10,5,6.16,2.71,NA,24793,5,42,3110,63,4,42,37,17525,3,1503,30,16,3094,34,5,7612,23,10,383,33,4607,39,13,67,11,128,119
2023,ENVT4461_13,S2023_13.5,13.5,NA,NA,LP,Other,Other,Surface,400016,6468161,115.942434,-31.91804,0,10,5,6.14,3.14,NA,2841,2,16,131197,6,4,9,5,4084,NA,197,4,2,2239,82,0,1703,NA,1,324,14,486,307,1,6,3,97,NA
2023,ENVT4461_14,S2023_14.1,14.1,NA,NA,LP,Other,Other,Surface,400389,6468331,115.946397,-31.9165393,0,10,5,7.06,1006,NA,36367,5,118,11145,95,11,58,56,39904,5,2220,45,15,2766,304,4,1585,35,19,296,54,776,58,18,70,17,79,180
2023,ENVT4461_14,S2023_14.2,14.2,NA,NA,LP,Other,Other,Surface,400387,6468341,115.946377,-31.9164489,0,10,5,6.74,588,NA,38489,5,106,7640,94,13,61,44,40052,5,2601,44,12,3331,358,1,1499,34,21,343,47,466,49,20,66,16,106,177
2023,ENVT4461_14,S2023_14.3,14.3,NA,NA,LP,Other,Other,Surface,400388,6468325,115.946386,-31.9165933,0,10,5,6.79,653,NA,31555,4,94,9005,95,10,54,43,32917,5,2000,43,14,2387,315,3,1571,33,17,276,69,867,45,16,63,16,83,176
2023,ENVT4461_14,S2023_14.4,14.4,NA,NA,LP,Other,Other,Surface,400376,6468323,115.946258,-31.9166103,0,10,5,7.02,850,NA,51239,6,105,6838,113,12,68,49,43548,6,3055,50,18,3658,414,4,3010,39,23,388,45,555,59,21,77,18,76,208
2023,ENVT4461_14,S2023_14.5,14.5,NA,NA,LP,Other,Other,Surface,400367,6468332,115.946164,-31.9165283,0,10,5,6.79,387,NA,14166,4,53,13894,34,3,24,18,19821,2,757,15,6,1050,98,2,440,11,7,270,48,501,39,7,31,6,55,62
2023,ENVT4461_15,S2023_15.1,15.1,NA,Chapman,SM_SW,Saltmarsh,Saltmarsh E,Surface,400010,6467990,115.942353,-31.9195819,0,10,5,4.9,11.36,NA,29370,8,38,4045,75,10,55,110,40949,4,3392,37,24,6832,50,3,25550,29,18,523,42,14893,67,17,71,16,230,145
2023,ENVT4461_15,S2023_15.2,15.2,NA,Chapman,SM_SW,Saltmarsh,Saltmarsh E,Surface,400028,6468005,115.942545,-31.9194482,0,10,5,6.07,8.93,NA,39766,8,73,2565,108,21,72,82,53370,6,3617,54,26,5642,438,1,12151,41,24,648,52,1477,52,23,87,21,212,209
